4,258734.84375,0,67585
4,258739.4375,0,67585
4,258750.75,0,67585
4,200376.0625,0,67585
4,258736.78125,0,67585
4,258731.875,0,67585
4,258730.78125,0,67585
4,258730.09375,0,67585
4,258729.59375,0,67585
4,258730.6875,0,67585
4,258728.796875,0,67585
4,258725.78125,0,67585
4,258730.5625,0,67585
4,258736.203125,0,67585
4,258729.78125,0,67585
4,258728.796875,0,67585
4,258731.46875,0,67585
4,258735.09375,0,67585
4,258738.78125,0,67585
4,258736.046875,0,67585
4,258736.046875,0,67585
4,258740.140625,0,67585
4,258721.0625,0,67585
4,258739.71875,0,67585
4,258738.0,0,67585
4,258732.578125,0,67585
4,258728.734375,0,67585
4,258726.75,0,67585
4,258725.625,0,67585
4,258737.8125,0,67585
4,258734.625,0,67585
4,258719.3125,0,67585
4,258726.96875,0,67585
4,258726.90625,0,67585
4,258726.46875,0,65536
4,258730.5625,0,67585
4,258738.5,0,67585
4,258737.1875,0,67585
4,258737.65625,0,67585
4,258734.15625,0,67585
4,258735.75,0,67585
4,258734.84375,0,67585
4,258722.84375,0,67585
4,258717.5,0,67585
4,258735.90625,0,67585
4,258732.46875,0,67585
4,258733.5,0,67585
4,258729.046875,0,67585
4,258727.53125,0,67585
4,258727.90625,0,67585
4,258730.34375,0,67585
4,258729.046875,0,67585
4,258723.21875,0,67585
4,258727.75,0,67585
4,258727.34375,0,67585
4,258731.28125,0,67585
4,258732.3125,0,67585
4,258744.96875,0,67585
4,258719.40625,0,67585
4,258735.5,0,67585
4,258735.90625,0,67585
4,258739.40625,0,67585
4,258736.875,0,67585
4,258735.90625,0,67585
4,258735.28125,0,67585
4,258736.171875,0,67585
4,258731.34375,0,67585
4,258738.875,0,67585
4,258724.9375,0,67585
4,258732.359375,0,67585
4,258727.40625,0,67585
4,258725.90625,0,67585
4,251735.0,0,67585
4,258730.46875,0,67585
4,258728.734375,0,67585
4,258729.5,0,67585
4,258733.5,0,67585
4,258735.21875,0,67585
4,258750.671875,0,67585
4,258734.15625,0,67585
4,258736.015625,0,67585
4,258738.75,0,67585
4,258739.46875,0,67585
4,258749.1875,0,67585
4,258734.78125,0,67585
4,258739.03125,0,67585
4,258729.90625,0,67585
4,258728.53125,0,67585
4,258726.125,0,67585
4,258730.875,0,67585
4,258733.59375,0,67585
4,258728.3125,0,67585
4,258727.90625,0,67585
4,258725.015625,0,67585
4,258727.6875,0,67585
4,258728.125,0,67585
4,258730.1875,0,67585
4,258736.265625,0,67585
4,258734.875,0,67585
4,258767.25,0,67585
4,258739.4375,0,67585
4,258751.75,0,67585
4,258722.59375,0,67585
4,258738.6875,0,67585
4,258734.84375,0,67585
4,258732.390625,0,67585
4,258732.09375,0,67585
4,258726.90625,0,67585
4,258724.71875,0,67585
4,258726.71875,0,67585
4,258728.5625,0,67585
4,258716.9375,0,67585
4,258726.375,0,67585
4,258723.96875,0,67585
4,258726.78125,0,67585
4,258738.5,0,67585
4,258735.96875,0,67585
4,258735.40625,0,67585
4,258738.0,0,67585
4,258735.09375,0,67585
4,258739.984375,0,67585
4,258738.8125,0,67585
4,258746.875,0,67585
4,258749.84375,0,67585
4,258734.9375,0,67585
4,258734.875,0,67585
4,258731.6875,0,67585
4,258725.625,0,67585
4,258726.84375,0,67585
4,258734.875,0,67585
4,258728.1875,0,67585
4,258727.90625,0,67585
4,258726.1875,0,67585
4,258725.734375,0,67585
4,258726.6875,0,67585
4,258717.890625,0,67585
4,258733.625,0,67585
4,258732.765625,0,67585
4,258729.5,0,67585
4,258734.21875,0,67585
4,258737.21875,0,67585
4,258742.78125,0,67585
4,258739.15625,0,67585
4,258726.875,0,67585
4,258730.875,0,67585
4,258732.125,0,67585
4,258732.03125,0,67585
4,258727.28125,0,67585
4,258728.75,0,67585
4,258734.78125,0,67585
4,258722.21875,0,67585
4,258725.390625,0,67585
4,258724.90625,0,67585
4,258725.421875,0,67585
4,258731.71875,0,67585
4,200369.90625,0,67585
4,258730.09375,0,65536
4,258732.734375,0,67585
4,258733.28125,0,67585
4,258731.125,0,67585
4,258734.375,0,67585
4,258740.6875,0,67585
4,258737.03125,0,67585
4,258737.03125,0,67585
4,258736.84375,0,67585
4,258731.96875,0,67585
4,258732.53125,0,67585
4,258726.34375,0,67585
4,258729.59375,0,67585
4,258731.71875,0,67585
4,258727.5625,0,67585
4,258737.65625,0,67585
4,258731.65625,0,67585
4,258728.15625,0,67585
4,258728.703125,0,67585
4,258730.53125,0,67585
4,258735.5625,0,67585
4,258742.65625,0,67585
4,258733.875,0,67585
4,258732.828125,0,67585
4,258729.65625,0,67585
4,258738.8125,0,67585
4,258742.34375,0,67585
4,258739.84375,0,67585
4,258735.03125,0,67585
4,258736.453125,0,67585
4,258740.84375,0,67585
4,258731.625,0,67585
4,258730.6875,0,67585
4,258732.53125,0,67585
4,258729.78125,0,67585
4,258728.703125,0,67585
4,258726.875,0,67585
4,254266.90625,0,67585
4,258733.78125,0,67585
4,258730.96875,0,67585
4,258731.40625,0,67585
4,258733.375,0,67585
